id	dT_4_S4_L001	dT_4_S4_L002	dT_4_S4_L003	dT_4_S4_L004	dT_5_S5_L001	dT_5_S5_L002	dT_5_S5_L003	dT_5_S5_L004	dT_6_S6_L001	dT_6_S6_L002	dT_6_S6_L003	dT_6_S6_L004	rRNA_7_S7_L001	rRNA_7_S7_L002	rRNA_7_S7_L003	rRNA_7_S7_L004	rRNA_8_S8_L001	rRNA_8_S8_L002	rRNA_8_S8_L003	rRNA_8_S8_L004	rRNA_9_S9_L001	rRNA_9_S9_L002	rRNA_9_S9_L003	rRNA_9_S9_L004	Total_1_S1_L001	Total_1_S1_L002	Total_1_S1_L003	Total_1_S1_L004	Total_2_S2_L001	Total_2_S2_L002	Total_2_S2_L003	Total_2_S2_L004	Total_3_S3_L001	Total_3_S3_L002	Total_3_S3_L003	Total_3_S3_L004
LOC108806621	4	1	0	1	3	1	0	1	2	1	0	0	1	4	1	0	0	0	0	0	0	1	1	0	1	4	2	0	0	1	2	1	1	3	7	1
LOC108806650	2	1	0	0	1	1	0	0	1	2	0	1	0	1	2	0	2	1	2	1	1	2	0	1	1	2	5	4	0	1	1	3	1	1	3	1
LOC108842789	0	0	0	0	0	1	0	1	1	2	1	1	1	1	1	4	0	2	1	0	2	10	5	0	0	0	1	0	0	0	0	0	5	0	4	1
LOC108842999	0	0	0	0	2	0	0	2	1	0	0	4	2	2	1	0	1	3	0	1	0	2	2	0	5	5	0	3	0	1	0	0	2	0	4	2
LOC108857698	0	1	0	1	1	0	0	0	0	0	1	2	3	0	0	5	2	0	1	0	1	1	3	1	1	0	0	1	0	5	3	5	2	2	1	2
LOC108850258	1	0	1	0	0	0	0	0	1	0	1	1	4	1	3	1	1	0	4	1	9	5	6	4	0	0	0	0	0	0	0	0	0	0	0	0
LOC108851304	1	1	0	0	1	1	2	0	1	2	1	3	5	0	0	1	1	0	0	0	2	5	2	1	3	2	0	2	0	1	0	3	2	0	1	0
LOC108862190	1	1	1	0	1	1	0	0	1	4	0	0	1	1	5	2	0	1	1	1	2	1	2	0	1	1	4	2	0	3	1	2	0	2	1	0
LOC108862993	1	1	3	1	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	2	2	2	0	3	3	0	6	3	3	1	4	2	2
LOC108863489	0	0	1	1	2	3	7	2	0	2	2	2	0	0	1	1	2	2	0	2	0	0	10	0	0	0	0	0	0	0	2	0	2	0	0	0
LOC108827792	0	1	0	2	0	0	0	0	3	2	4	4	2	0	0	0	0	0	2	0	1	3	2	3	2	3	0	2	0	3	0	0	1	1	2	0
LOC108847073	1	1	0	1	1	0	1	0	1	2	0	0	0	0	0	1	0	1	1	0	3	0	3	0	5	3	2	3	0	2	1	2	2	2	2	2
LOC108858242	0	0	0	0	1	1	2	1	0	0	0	1	3	2	6	7	1	1	0	0	1	1	1	0	0	0	2	1	0	4	0	1	0	1	4	1
LOC108805330	0	1	4	0	0	0	1	0	1	1	1	0	1	2	1	3	0	0	1	3	1	1	0	1	1	0	1	1	0	5	1	1	1	2	2	4
LOC108817747	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	1	1	5	0	6	4	5	2	0	4	4
LOC108823111	2	3	1	2	2	0	0	0	0	0	0	0	0	1	2	2	1	0	0	0	0	1	1	0	3	0	4	1	0	5	1	1	1	1	5	0
LOC108849965	0	0	1	0	1	0	0	0	2	0	1	0	3	4	3	2	2	1	4	1	3	2	4	2	0	0	0	0	0	1	0	0	1	0	1	1
LOC108805414	4	5	1	1	0	0	0	0	0	1	1	0	1	1	3	0	0	0	0	0	3	0	1	0	3	3	0	2	0	3	2	1	0	1	0	2
LOC108808119	0	0	0	0	0	0	0	0	2	2	1	1	0	0	1	0	0	0	0	0	5	5	0	1	2	4	3	3	0	2	0	1	2	3	0	1
LOC108811212	0	0	1	0	2	1	1	2	1	1	0	2	2	1	2	0	1	2	1	0	0	1	3	0	1	1	2	3	0	0	1	2	1	2	2	0
LOC108813162	0	1	1	1	0	0	0	0	1	0	1	0	1	2	6	2	1	0	0	0	1	0	0	3	1	0	4	0	0	1	2	3	1	4	2	0
LOC108828211	1	1	0	1	1	0	0	1	0	0	0	0	1	1	1	0	1	1	0	0	1	0	0	1	3	5	0	1	0	1	4	1	0	7	1	4
LOC108844354	0	0	1	3	1	0	1	2	1	1	0	1	1	2	0	2	1	1	0	0	2	3	3	0	1	0	1	3	0	1	1	3	1	1	0	1
LOC108807721	1	0	1	1	1	1	0	2	1	0	1	2	0	0	0	0	0	1	0	2	1	1	6	0	3	0	4	3	0	2	1	1	1	1	0	0
LOC108813254	0	1	1	0	2	1	4	0	1	1	0	0	1	1	0	0	0	1	0	0	2	4	2	0	2	1	1	1	0	0	3	3	2	1	1	1
LOC108818113	0	1	2	0	1	1	0	2	0	2	1	0	0	4	1	2	0	0	0	0	4	2	1	1	1	0	3	1	0	3	0	0	1	0	2	2
LOC108825242	1	4	3	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	1	1	0	1	1	5	1	0	2	2	4	1	3	1	2
LOC108831157	1	0	0	1	1	1	1	4	0	0	5	2	0	1	3	1	0	0	1	1	2	2	2	1	2	2	0	0	0	1	0	1	1	1	0	0
LOC108836190	0	2	0	1	1	0	0	0	0	0	0	0	1	1	2	7	0	0	0	0	4	0	0	2	3	2	0	0	0	5	2	1	1	1	1	1
LOC108841150	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	1	1	5	3	0	1	0	2	2	3	1	0	2	4	1	1	2	2	3
LOC108845823	1	2	0	0	2	0	2	2	3	1	1	5	1	1	1	0	1	0	0	1	2	1	0	1	0	1	1	1	0	2	0	0	2	0	0	3
LOC108850348	0	0	0	1	0	0	0	1	0	1	1	2	4	2	0	4	0	0	0	0	0	1	2	1	1	1	1	3	0	2	2	2	1	1	4	0
LOC108855860	1	0	0	2	0	0	1	0	0	0	0	0	0	2	2	1	1	1	1	1	0	0	0	1	1	8	3	2	0	0	3	2	3	1	0	1
RadishC_t010	0	0	0	1	1	0	2	0	0	0	0	0	4	0	0	0	1	2	0	0	1	1	2	1	5	2	4	2	0	3	1	1	2	0	1	1
LOC108806390	1	0	0	0	0	0	0	0	6	6	2	3	0	1	0	2	1	2	0	1	0	0	0	2	0	0	0	2	0	1	1	4	0	0	2	0
LOC108812553	1	1	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	1	0	0	2	1	1	0	1	1	4	0	0	4	0	2	4	3	5	2
LOC108819126	0	0	1	0	2	0	3	1	4	1	1	0	0	1	1	1	1	5	2	3	3	0	1	2	0	1	2	0	0	0	0	0	0	1	0	0
LOC108824065	0	0	0	1	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	2	0	0	2	0	2	2	2	0	1	0	5	8	2	3	3
LOC108828149	0	0	0	1	1	0	1	0	1	1	2	1	0	0	1	0	1	2	1	0	1	2	1	2	4	0	3	0	0	3	3	1	2	1	1	0
LOC108828523	2	0	2	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	1	2	3	0	1	5	0	4	4	0	0	3	0	2	0	2	2
LOC108839323	1	0	0	0	0	0	0	0	1	0	1	1	1	0	3	0	1	0	1	2	3	3	5	4	2	0	1	0	0	0	0	0	6	1	0	0
LOC108841968	0	1	0	0	3	1	3	1	1	0	0	0	0	0	0	0	3	4	4	0	1	2	4	1	0	0	1	0	0	1	0	1	5	0	0	0
LOC108862387	0	1	0	0	1	1	1	1	1	1	1	0	0	3	0	2	2	2	1	0	1	0	0	0	6	2	0	2	0	3	0	1	2	0	1	1
LOC108810737	0	0	0	0	1	0	1	0	1	0	4	0	0	2	1	0	1	1	0	0	1	2	4	1	1	6	1	0	0	1	2	0	4	0	1	0
LOC108819142	1	0	0	1	1	1	3	1	1	0	1	4	1	0	0	0	0	1	0	0	1	5	4	1	1	0	1	0	0	3	0	0	3	0	1	0
LOC108822882	0	0	0	0	1	0	0	1	3	0	0	0	6	4	4	2	0	0	1	0	4	3	6	1	0	0	0	0	0	0	0	0	0	0	0	0
LOC108835034	1	3	0	0	0	1	1	0	2	0	1	0	1	3	0	0	0	0	0	1	7	2	6	2	0	0	1	0	0	0	2	0	2	0	0	0
LOC108838407	1	0	0	0	2	0	2	2	3	0	2	0	0	0	0	0	1	1	0	1	0	0	0	0	2	3	4	3	0	0	1	0	1	0	6	1
LOC108838590	1	0	0	0	0	1	2	2	1	1	1	0	2	1	2	2	1	2	1	3	2	1	6	3	0	1	0	0	0	0	0	0	0	0	0	0
LOC108844157	0	0	1	3	0	1	1	2	0	1	1	0	1	0	0	0	0	0	0	0	0	1	1	1	8	3	3	2	0	2	0	0	0	0	2	2
LOC108847397	0	0	0	0	2	1	1	2	0	0	0	0	0	0	1	2	0	0	1	2	1	0	0	0	4	1	4	1	0	2	1	6	0	1	2	1
LOC108847644	0	0	2	0	1	2	0	0	1	1	2	1	1	2	0	1	0	2	5	3	5	3	3	0	1	0	0	0	0	0	0	0	0	0	0	0
LOC108847737	1	1	1	0	1	4	1	0	0	0	0	0	0	1	1	1	0	1	0	0	1	1	4	3	0	3	2	1	0	1	1	2	0	0	0	4
LOC108853745	0	0	0	0	2	1	4	0	1	0	0	1	0	0	0	0	0	4	3	1	1	0	1	1	0	6	0	0	0	2	1	0	2	2	2	1
LOC108857000	0	1	0	0	0	1	1	1	0	0	1	0	0	1	0	0	1	1	2	2	4	5	1	2	1	1	1	1	0	2	1	2	1	0	0	2
LOC108806054	1	0	1	1	0	1	0	0	1	1	0	1	0	2	4	1	2	1	0	1	5	1	1	0	0	2	0	1	0	2	1	0	1	0	2	1
LOC108809138	1	1	2	0	1	0	1	0	1	0	0	0	0	1	0	0	4	0	4	4	2	3	5	2	0	0	0	0	0	0	0	0	2	0	1	0
LOC108812547	2	0	0	0	0	0	0	0	2	0	0	0	0	2	2	1	0	0	2	2	3	1	0	3	0	0	4	0	0	4	0	0	3	3	0	1
LOC108842496	0	0	1	0	0	0	0	1	0	0	1	1	0	3	2	2	0	0	1	0	2	2	5	2	0	3	1	2	0	0	1	1	0	2	2	0
LOC108842902	0	1	1	0	0	0	0	0	1	0	0	0	1	3	2	2	2	2	3	2	1	4	9	0	0	0	0	0	0	0	0	0	1	0	0	0
LOC108844909	1	1	0	0	0	2	0	0	0	0	0	0	1	0	2	1	1	1	0	1	2	1	1	4	0	1	1	2	0	1	2	3	2	4	0	0
LOC108848774	0	0	0	0	1	1	0	0	1	4	2	2	0	1	1	2	1	0	1	0	0	1	0	0	1	3	2	2	0	0	1	4	1	1	1	1
LOC108862752	1	0	1	0	1	0	1	0	0	1	0	0	0	1	0	0	3	0	2	4	2	2	2	2	0	3	4	0	0	2	1	0	2	0	0	0
LOC108862988	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	8	5	4	1	0	5	4	0	1	0	1	0	2	0	0
LOC108822074	0	0	0	0	2	0	0	0	2	2	2	0	0	2	1	2	2	1	1	0	2	3	3	3	0	1	0	2	0	0	0	0	0	0	2	1
LOC108844182	0	0	0	0	0	0	0	0	3	3	0	0	4	2	2	2	0	0	1	0	2	4	3	2	0	0	0	0	0	1	0	5	0	0	0	0
LOC108844237	1	1	1	1	0	0	1	1	0	2	1	1	1	3	0	2	0	0	2	2	1	0	1	1	1	1	2	0	0	2	2	2	1	0	0	0
LOC108848029	1	1	0	3	0	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	0	0	3	1	1	3	1	1	0	4	0	0	6	1	1	1
LOC108861669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	6	4	0	3	4	1	1	2	3	4
LOC108862129	0	0	0	0	0	0	0	0	0	0	0	4	0	1	3	2	1	0	0	0	2	0	0	4	0	0	0	1	0	2	0	1	4	4	3	2
LOC108817766	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	2	0	0	0	2	0	0	1	1	2	2	5	0	3	1	1	0	4	5	1
LOC108817875	0	1	1	0	0	0	0	1	1	0	1	0	1	0	0	4	1	1	3	5	1	1	2	1	0	1	4	1	0	1	0	0	0	0	1	0
LOC108818322	0	0	0	1	0	1	1	0	2	2	0	1	1	1	0	0	1	0	1	0	1	1	3	3	1	1	1	0	0	2	1	0	1	0	3	3
LOC108819570	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	0	2	1	4	3	3	1	1	2	0	4	2	1	0	0	1	1	1	0	0	1
LOC108823075	0	1	0	0	1	0	1	2	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	4	6	0	4	0	5	2	1	1	0
LOC108824174	0	0	0	0	0	0	0	0	1	1	0	1	1	0	1	1	3	4	1	1	0	1	1	2	2	5	1	1	0	0	1	3	0	0	1	0
LOC108828476	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	2	4	3	3	7	0	1	0	0	1	0	0	0	0	2	2	1	0	3	1	0
LOC108841768	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	1	0	0	0	0	0	0	2	2	2	0	2	0	3	2	5	4	6
LOC108842877	0	0	1	1	0	0	0	0	1	1	0	1	0	2	0	0	3	4	3	0	0	2	0	0	1	0	2	1	0	2	1	0	2	4	0	1
LOC108817156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	9	1	4	0	0	4	5	1	0	0	1	6
LOC108817427	0	0	0	1	1	0	1	1	0	0	1	0	1	0	0	0	1	0	0	1	1	0	0	0	4	0	1	1	0	2	1	5	2	2	4	1
LOC108827993	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	5	0	4	4	1	2	2	1	0	1	0	2	2	0	1	0	0	3
LOC108830905	0	3	4	1	0	0	2	2	0	0	0	0	1	0	1	2	1	4	2	2	2	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0
LOC108838892	0	1	0	0	1	0	2	1	1	1	0	0	1	1	1	1	1	1	1	0	2	1	1	2	1	4	1	2	0	1	1	0	0	1	1	0
LOC108855732	1	0	0	0	0	1	0	0	3	2	0	1	0	1	1	2	0	2	1	1	2	2	1	1	1	2	0	0	0	1	0	2	1	1	0	2
LOC108861798	0	0	0	0	0	0	0	0	2	4	0	1	1	0	1	2	4	4	4	2	0	2	0	4	0	0	0	0	0	1	0	0	0	0	0	0
LOC108813524	2	2	0	0	0	2	0	0	2	1	0	0	0	0	2	0	0	2	2	0	0	2	2	0	2	0	0	0	0	0	2	3	2	1	0	2
LOC108819388	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	7	0	0	1	0	0	2	0	0	3	1	2	1	0	1	2	1	1	1	2	4
LOC108822906	0	0	1	1	0	0	0	1	1	0	1	2	1	2	0	1	0	0	1	0	1	0	2	0	1	2	2	1	0	1	1	1	2	1	4	0
LOC108828933	0	1	0	0	0	0	0	0	0	0	2	1	1	2	0	1	0	0	1	0	1	5	1	3	0	4	3	0	0	1	0	0	2	1	0	1
LOC108830545	0	2	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	1	0	1	8	0	0	2	1	2	1	1	3	3
LOC108836717	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	1	3	1	0	2	0	1	2	6	5	3
LOC108842224	1	0	0	1	1	0	0	0	1	1	1	3	6	1	0	1	0	0	0	1	0	2	1	0	1	0	0	2	0	1	2	2	0	0	1	1
LOC108843160	0	0	0	1	0	0	0	0	1	0	2	1	4	0	2	0	0	2	0	1	0	0	1	4	1	1	0	3	0	3	0	2	1	0	0	1
LOC108847975	1	1	0	0	0	0	0	0	1	1	0	0	2	1	0	5	2	0	0	0	0	0	1	0	3	0	2	1	0	1	0	4	3	1	1	0
RadishC_t002	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	6	0	0	2	4	0	0	1	1	0	3	0	2	4	2	3	0
C327_t13	0	1	0	0	1	0	1	0	1	0	0	0	0	1	0	1	2	0	5	0	1	1	0	0	0	1	2	0	0	0	3	2	2	3	0	2
LOC108813163	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0	5	3	6	2	1	3	1	0	0	0	0	0	3	0	0	0
LOC108816496	1	0	0	2	0	2	1	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	4	2	0	2	0	2	1	3	0	1	3	0
LOC108818319	0	0	1	0	2	2	0	1	0	0	0	0	1	0	0	0	1	2	0	1	0	4	1	1	0	0	1	0	0	2	3	1	4	1	0	1
LOC108822187	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	0	0	1	0	1	1	1	1	2	1	3	0	0	4	3	1	0	2	1	2
LOC108828751	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	1	3	5	3	0	4	2	0	2	2	1	2
LOC108836776	0	0	0	1	0	0	1	0	0	1	0	3	1	0	0	0	0	1	0	0	0	0	0	0	0	2	2	3	0	1	0	2	6	1	2	3
LOC108842387	0	0	3	0	1	1	1	1	0	1	1	1	0	0	0	1	0	0	1	2	3	0	0	0	0	1	2	0	0	2	3	4	0	0	1	0
LOC108852516	0	0	1	0	0	0	0	0	1	3	1	2	2	1	0	1	0	0	1	0	1	4	2	2	0	0	0	1	0	1	2	1	1	0	2	0
LOC108854140	1	1	0	0	1	1	0	1	3	0	1	1	1	2	0	1	0	0	0	2	5	2	3	4	0	0	0	0	0	0	0	0	0	0	0	0
LOC108862489	0	3	1	2	0	0	0	0	1	1	1	2	0	3	2	1	0	0	0	0	0	4	3	5	0	0	1	0	0	0	0	0	0	0	0	0
LOC108805393	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	3	1	2	1	0	5	4	0	2	0	4	1
LOC108812682	0	0	0	0	0	1	0	1	0	0	0	0	2	2	1	0	5	2	1	2	2	0	4	0	0	0	1	2	0	0	0	1	0	0	0	2
LOC108817876	0	0	0	0	0	0	0	0	0	6	1	6	0	0	0	0	1	4	0	0	0	0	0	1	2	1	1	1	0	0	0	1	1	1	1	1
LOC108821722	0	1	3	3	0	0	0	0	3	0	1	0	1	0	0	0	1	1	3	1	5	1	2	1	0	0	0	0	0	1	0	0	1	0	0	0
LOC108823645	0	1	0	0	0	0	0	2	0	1	0	0	0	1	2	1	0	2	0	0	1	1	0	2	1	2	0	6	0	2	2	0	1	0	1	0
LOC108823829	0	0	0	0	0	0	1	1	0	0	1	0	1	0	1	1	1	0	1	1	0	0	0	1	1	2	0	0	0	3	1	3	0	1	4	4
LOC108825644	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	1	0	1	1	1	10	0	0	1	0	0	3	3	0
LOC108828336	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	2	1	1	1	6	1	0	0	1	0	5	1	3	5
LOC108828370	0	1	2	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	2	4	1	4	0	1	0	1	1	0	0	4
LOC108829453	0	1	0	0	0	1	1	0	0	1	0	0	1	1	0	0	1	0	0	0	1	0	1	0	2	3	0	5	0	0	0	0	1	3	5	1
LOC108830026	1	2	5	0	1	0	0	0	0	0	0	1	0	2	1	0	2	1	2	1	1	0	0	0	0	1	0	0	0	1	2	2	1	0	1	1
LOC108833987	0	2	0	1	0	1	0	0	3	1	2	1	0	1	1	0	0	0	0	1	0	0	0	0	0	3	2	3	0	0	0	2	2	0	3	0
LOC108834553	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	2	0	0	0	0	1	6	5	2	0	1	1	1	2	1	3	0
LOC108836579	0	0	0	0	0	0	0	1	0	0	0	0	2	0	1	1	5	3	1	3	2	3	1	1	1	0	0	0	0	0	0	0	1	1	2	0
LOC108842266	1	1	0	1	0	1	1	1	0	0	0	0	3	2	0	1	0	2	1	0	1	3	7	3	0	0	0	0	0	0	0	0	0	0	0	0
LOC108842501	1	1	0	0	0	0	0	0	2	3	0	3	0	0	0	0	0	0	0	0	4	1	2	2	1	0	1	2	0	1	0	0	2	1	1	1
LOC108848670	1	0	0	0	1	0	0	0	0	2	0	0	0	2	2	6	4	1	1	0	0	4	0	2	0	0	0	0	0	0	1	0	0	2	0	0
LOC108857759	0	0	0	0	2	0	0	0	4	1	0	5	1	0	0	0	0	4	0	0	0	3	3	4	0	0	1	0	0	0	0	0	0	0	1	0
LOC108862511	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	5	2	6	3	0	1	2	0	1	1	1	1
LOC108862723	0	0	0	0	1	1	4	2	1	2	2	0	0	0	1	0	1	0	1	1	1	1	2	0	0	2	1	1	0	1	1	0	1	1	0	0
LOC108812057	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	2	1	1	0	0	3	0	1	2	0	1	2	5	3	0	3	0
LOC108812727	0	0	0	2	0	0	1	1	1	0	1	0	0	0	0	2	2	0	0	1	1	2	0	1	1	1	2	2	0	0	2	1	2	0	2	0
LOC108813884	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	1	1	0	0	0	2	4	0	1	0	1	0	5	0	2	0	2	0	3	2	0
LOC108818228	0	0	0	0	0	0	0	0	5	1	0	1	0	1	1	0	1	0	1	0	1	1	1	3	3	0	1	0	0	1	0	1	1	1	2	1
LOC108819268	0	0	0	0	2	1	3	2	0	0	0	1	2	4	1	0	0	0	1	1	1	1	1	2	0	0	3	0	0	1	0	0	1	0	0	0
LOC108820546	0	0	1	0	0	0	0	0	2	2	0	0	5	0	0	3	1	1	0	0	1	2	2	0	3	1	1	1	0	0	0	0	1	0	1	0
LOC108824055	0	0	0	1	1	0	2	0	0	1	0	1	2	2	0	0	1	5	0	0	0	0	5	1	2	2	0	0	0	0	0	0	0	0	0	2
LOC108825961	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	4	3	1	1	0	2	1	3	1	1	4	2
LOC108835702	0	0	0	0	0	0	0	1	1	0	1	0	0	0	2	2	2	0	4	2	1	0	0	1	1	0	0	2	0	0	2	1	1	3	0	1
LOC108835732	0	1	0	0	2	2	1	1	0	0	0	1	0	0	0	0	0	1	0	1	3	2	7	1	2	0	0	0	0	2	1	0	0	0	0	0
LOC108842209	0	0	0	0	1	3	0	2	0	0	1	0	0	1	0	1	4	0	0	0	0	0	2	0	2	1	1	4	0	0	1	2	0	0	1	1
LOC108843205	0	0	0	0	0	0	0	1	1	0	1	1	1	0	1	1	0	0	0	0	1	0	0	1	0	2	0	8	0	1	1	1	1	1	1	3
LOC108843568	0	0	0	0	1	1	2	2	0	0	0	0	2	3	5	0	0	0	1	1	1	2	0	0	0	0	2	0	0	2	0	0	0	2	0	1
LOC108843913	0	1	1	0	0	0	0	0	1	2	2	3	1	0	4	0	0	0	1	1	1	0	0	1	1	2	0	1	0	0	0	0	1	0	0	4
LOC108844197	0	0	1	1	1	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	2	4	2	1	1	1	4	0	1	1	1	0	1	0	1
LOC108844923	0	0	0	1	0	1	2	1	2	0	1	0	2	1	1	1	0	0	0	1	2	1	2	1	0	1	0	0	0	0	4	1	0	1	1	0
LOC108806269	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	1	3	1	0	4	0	2	1	1	0	2	3	2
LOC108809654	0	0	0	1	1	1	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	2	0	3	1	1	2	3	3	1
LOC108812876	1	1	0	1	1	0	0	0	0	0	0	0	1	0	4	0	0	5	0	1	2	5	1	1	0	0	0	0	0	0	2	0	0	0	1	0
LOC108818709	1	1	0	0	0	0	0	0	0	0	1	2	0	3	1	0	1	2	0	1	1	1	5	1	1	0	1	1	0	0	0	0	0	2	1	0
LOC108827959	0	0	0	1	1	1	0	0	1	0	2	2	0	0	0	1	1	1	2	0	0	4	2	1	0	0	1	0	0	0	3	0	2	1	0	0
LOC108830193	1	0	0	0	1	0	1	0	3	1	0	1	0	0	0	0	0	1	0	0	0	2	0	1	5	1	1	0	0	3	2	1	0	0	0	2
LOC108835741	1	2	0	0	0	1	2	0	0	0	0	1	0	3	4	0	0	0	2	0	2	1	2	1	0	1	0	0	0	1	1	0	1	1	0	0
LOC108841533	0	0	0	0	0	0	1	2	1	0	0	0	1	0	0	0	1	0	0	0	3	0	0	0	1	1	0	2	0	0	2	1	3	2	5	1
LOC108843499	1	0	3	0	0	0	1	0	3	0	0	2	0	2	0	0	0	2	2	0	0	0	1	1	0	4	0	0	0	1	2	2	0	0	0	0
LOC108845721	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	2	5	1	2	0	7	0	0	1	2	1	1
LOC108846120	0	0	1	0	0	0	0	0	1	1	1	0	1	0	1	2	1	0	1	0	0	2	2	1	2	1	1	0	0	0	1	1	1	2	1	2
LOC108847933	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	1	0	2	3	1	1	1	2	0	3	1	0	0	2	2	1	1	1	1	0
LOC108849465	2	0	2	0	2	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	1	0	1	2	2	0	2	0	2	3	0	1	1
LOC108854211	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	1	0	1	1	1	3	0	0	0	2	0	1	4	3	1	4
LOC108856259	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	7	2	3	0	5	0	1	0	1	0	3
LOC108857276	1	0	1	0	1	0	2	0	0	0	2	0	0	1	1	0	0	1	0	0	1	1	1	1	2	2	1	0	0	2	1	1	1	2	1	0
LOC108863555	0	0	0	0	0	0	0	0	1	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	3	2	0	4	0	7	1	1	0	2
LOC108805722	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	1	1	0	5	1	0	0	2	0	4	1	0	2	0	0	0	0	1	3
LOC108814144	0	0	0	0	0	0	0	0	0	0	1	0	4	1	2	1	4	1	5	2	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1
LOC108821447	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	4	1	0	1	0	0	3	2	0	0	2	3	2	1	0	2	1
LOC108822951	0	0	0	1	0	0	0	0	4	1	0	1	3	1	1	1	1	0	2	0	0	5	3	2	0	0	0	0	0	0	0	0	0	0	0	0
LOC108835759	0	1	0	2	1	2	0	0	0	1	1	1	2	0	0	0	1	0	0	1	0	0	2	0	0	0	1	0	0	2	1	0	2	0	1	4
LOC108838775	0	1	0	1	2	0	0	1	0	0	0	0	1	0	1	0	1	1	1	0	0	2	3	0	1	2	0	2	0	0	0	3	1	1	0	1
LOC108842106	0	0	0	0	0	0	2	0	3	0	3	0	0	0	1	2	1	1	1	3	0	1	0	1	2	1	0	0	0	0	0	1	0	1	1	1
LOC108842733	2	0	0	0	1	1	1	2	0	1	0	0	0	0	4	0	2	0	1	0	2	0	2	0	0	0	1	1	0	1	0	0	0	3	1	0
LOC108842930	1	1	0	0	1	0	0	0	0	2	1	1	0	0	0	0	1	1	0	1	1	1	2	1	0	1	1	1	0	1	0	0	1	2	1	3
LOC108845508	0	0	0	0	0	0	0	1	2	1	0	1	1	0	0	1	0	2	1	1	1	2	0	0	0	2	0	0	0	0	1	3	0	0	3	3
LOC108847916	0	0	2	1	0	0	0	0	0	1	0	2	0	0	0	2	0	0	0	0	0	0	0	0	4	0	7	3	0	0	3	1	0	0	0	0
